STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TRANSFORMATION,Transformation,ADJUSTMENT,Adjustment,SEX,Sex,AGE,Age,ACTIVITY,Economic activity,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,ISL,Iceland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2018,,86.025,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,ISL,Iceland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2019,,86.925,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,ISL,Iceland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2021,,84.2,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,ISL,Iceland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2022,,86.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,ISL,Iceland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2023,,87.225,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,ITA,Italy,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2016,,13.75,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,ITA,Italy,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2017,,13.9,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,ITA,Italy,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2018,,14.25,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,ITA,Italy,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2019,,15.175,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,ITA,Italy,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2020,,12.75,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,ITA,Italy,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2021,,13.525,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,ITA,Italy,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2022,,15.975,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,ITA,Italy,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2023,,16.175,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,NZL,New Zealand,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2016,,70.88633,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,NZL,New Zealand,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2017,,72.48087,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,NZL,New Zealand,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2018,,72.17403,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,NZL,New Zealand,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2019,,71.12226,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,NZL,New Zealand,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2020,,71.38132,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,NZL,New Zealand,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2021,,72.91633,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,NZL,New Zealand,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2022,,73.37091,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,NZL,New Zealand,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2023,,73.29971,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,FIN,Finland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2016,,59,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,FIN,Finland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2017,,60.975,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,FIN,Finland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2018,,63.45,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,FIN,Finland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2019,,64.2,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,FIN,Finland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2020,,65.9,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,FIN,Finland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2021,,67.9,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,FIN,Finland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2022,,69.9,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,FIN,Finland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y55T64,From 55 to 64 years,_Z,Not applicable,A,Annual,2023,,69.975,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,BEL,Belgium,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2015,,25,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,BEL,Belgium,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2017,,24.45,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,BEL,Belgium,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2018,,26.35,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,BEL,Belgium,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2019,,27.3,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,BEL,Belgium,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2020,,25.4,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,BEL,Belgium,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2021,,25.8,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,BEL,Belgium,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2022,,26.525,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,BEL,Belgium,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2023,,27.075,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,SWE,Sweden,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2023,,44.825,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,SWE,Sweden,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2015,,45.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,SWE,Sweden,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2016,,45.95,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,SWE,Sweden,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2017,,45.975,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,SWE,Sweden,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2018,,46.45,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,SWE,Sweden,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2019,,45.125,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,SWE,Sweden,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2020,,40.075,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,SWE,Sweden,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y15T24,From 15 to 24 years,_Z,Not applicable,A,Annual,2021,,41.65,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,CHE,Switzerland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y25T54,From 25 to 54 years,_Z,Not applicable,A,Annual,2015,,91.55,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,CHE,Switzerland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y25T54,From 25 to 54 years,_Z,Not applicable,A,Annual,2016,,91.225,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,CHE,Switzerland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y25T54,From 25 to 54 years,_Z,Not applicable,A,Annual,2017,,91.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,CHE,Switzerland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y25T54,From 25 to 54 years,_Z,Not applicable,A,Annual,2018,,91.525,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,CHE,Switzerland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y25T54,From 25 to 54 years,_Z,Not applicable,A,Annual,2019,,92.025,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,CHE,Switzerland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y25T54,From 25 to 54 years,_Z,Not applicable,A,Annual,2021,,90.475,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,CHE,Switzerland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y25T54,From 25 to 54 years,_Z,Not applicable,A,Annual,2022,,90.45,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,CHE,Switzerland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y25T54,From 25 to 54 years,_Z,Not applicable,A,Annual,2023,,91,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,EST,Estonia,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y25T54,From 25 to 54 years,_Z,Not applicable,A,Annual,2019,,80.675,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,EST,Estonia,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y25T54,From 25 to 54 years,_Z,Not applicable,A,Annual,2020,,80.25,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,EST,Estonia,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y25T54,From 25 to 54 years,_Z,Not applicable,A,Annual,2021,,81.125,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,EST,Estonia,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y25T54,From 25 to 54 years,_Z,Not applicable,A,Annual,2022,,83.6,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,EST,Estonia,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y25T54,From 25 to 54 years,_Z,Not applicable,A,Annual,2023,,83.65,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,EST,Estonia,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y25T54,From 25 to 54 years,_Z,Not applicable,A,Annual,2015,,79.825,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,EST,Estonia,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y25T54,From 25 to 54 years,_Z,Not applicable,A,Annual,2016,,78.7,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,EST,Estonia,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,F,Female,Y25T54,From 25 to 54 years,_Z,Not applicable,A,Annual,2017,,81.425,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,MEX,Mexico,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y15T64,From 15 to 64 years,_Z,Not applicable,A,Annual,2015,,78.34047,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,MEX,Mexico,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y15T64,From 15 to 64 years,_Z,Not applicable,A,Annual,2016,,78.56933,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,MEX,Mexico,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y15T64,From 15 to 64 years,_Z,Not applicable,A,Annual,2017,,78.98473,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,MEX,Mexico,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y15T64,From 15 to 64 years,_Z,Not applicable,A,Annual,2018,,79.08022,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,MEX,Mexico,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y15T64,From 15 to 64 years,_Z,Not applicable,A,Annual,2019,,78.90898,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,MEX,Mexico,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y15T64,From 15 to 64 years,_Z,Not applicable,A,Annual,2021,,77.27067,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Infra-annual labour statistics,I,MEX,Mexico,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,M,Male,Y15T64,From 15 to 64 years,_Z,Not applicable,A,Annual,2022,,78.66234,,,,A,Normal value,0,Units,1,One
